"","TargetYears","Offset14CAges","MeasurementErrors","OffsetMagnitudes"
"1",1473,3418.40393701845,16.1317519224249,-37.7855597762391
"2",10713,1638.85121210761,26.844792411197,24.0905814571306
"3",12127,335.453455749872,8.57849289546721,37.0312575716525
"4",6003,1316.42278195095,8.63788260426372,32.637511822395
"5",5334,10059.0216160817,22.6153767264914,-22.6961903739721
"6",1327,1219.35948625194,30.1477008878719,-7.17042242176831
"7",2306,7439.15050187866,20.2129231889267,16.6112696519122
"8",10738,4682.45926210931,13.0323817452881,26.9729199353606
"9",6900,5235.51203272072,31.8710935215931,-42.0671928673983
"10",1337,6048.85992738365,33.9264189631213,-6.71038895379752
"11",8098,9141.94098718247,19.1036496215966,-41.0860534757376
"12",11632,3765.71227110919,28.2583642739337,-35.1239008596167
"13",1851,5585.97864952895,12.6863800638821,-39.5552906673402
"14",4814,6074.95058971772,21.4160148263909,-35.564972134307
"15",10808,9545.62124461778,20.3171460318845,39.9024890502915
"16",5596,5927.80652206082,31.0841393561568,-37.1947226114571
"17",4833,10244.3822406621,26.1178843204398,-10.8567485818639
"18",5888,3426.82762093847,21.5843304242007,7.70861953496933
"19",11219,9191.2820411614,16.6021643024869,-7.48783624731004
"20",11950,10178.1092711353,24.1623052638024,28.5227828891948
"21",8221,9522.72578092519,24.6004803916439,-21.0258973296732
"22",297,191.234267721827,24.672147449106,7.10950114298612
"23",3201,4771.04380853625,26.0383826897014,44.2283876240253
"24",3609,9334.32041535944,33.4559281661641,2.97638939227909
"25",3588,7529.11586665013,16.7362197008915,-13.3580752648413
"26",11763,4916.91098162838,8.86413345788606,39.3367745913565
"27",4400,7772.43518333605,26.1255838926882,35.5134556768462
"28",5114,2511.1904669664,19.0615772034507,-7.07305467221886
"29",4375,560.09572157971,20.8648300960194,-42.0190413482487
"30",6833,3789.33656400446,11.7147338304203,26.1003747349605
"31",4385,9604.07697188479,15.0106676479336,-42.1449494082481
"32",11262,10052.8358675518,25.5515558945481,-8.17989802453667
"33",3680,2405.91874488832,33.0640483703464,37.9052025033161
"34",705,1074.43057735975,15.6845624726266,30.1756142172962
"35",5802,10174.7545575079,9.25437042792328,8.63840382080525
"36",6236,4528.8827531739,26.7282052468508,-27.9250036226586
"37",8943,10132.8539116989,17.7499093029182,16.8118264526129
"38",6266,4637.85059203999,16.2592651993036,-24.2173823527992
"39",4562,1812.48966976697,26.5943412638735,-7.026810455136
"40",1567,3114.68263764505,31.2340490678325,-11.021809047088
"41",8712,5370.23040288719,32.8387680153828,49.4419475086033
"42",6156,6311.43118300743,16.6247906947974,-6.55978268478066
"43",12194,3891.83905807147,29.7440283263568,-2.5478637078777
"44",5670,7112.81993237287,27.3613675362431,-18.8897248823196
"45",1753,7816.82123922522,32.2319500686135,46.5124377282336
"46",10161,2546.0171005423,8.1236582195852,-14.1449830960482
"47",3105,3406.87422778895,10.5568549330346,-46.4786729076877
"48",10059,6728.27015518098,12.9453942242544,-44.5214014034718
"49",5006,6212.74377246958,17.9579271408729,-21.5156003134325
"50",3118,7883.70703923324,31.9665693100542,-40.0678948266432
"51",10528,3694.88768433019,22.3747183557134,-11.3850452937186
"52",11294,9299.81790770037,31.6502806791104,-44.5957049028948
"53",10890,6170.39395266953,26.0648834323511,-9.40815156791359
"54",11445,5014.87625176318,33.9076970582828,32.0202938048169
"55",8524,5296.16064943227,14.7746220689733,32.2572948411107
"56",9198,2529.74010360806,31.5546943249647,-36.9870565598831
"57",10058,2956.27563465118,17.4358719484881,-33.7420109426603
"58",5825,43.6951344445021,34.7653241895605,-23.5883818473667
"59",965,9253.25539378221,18.3153691017069,-25.8403851883486
"60",6820,6449.83202355784,10.4076420969795,-22.2073715412989
"61",5643,9780.09949815587,24.2656067239586,11.8319540517405
"62",7306,964.583647160056,32.3842840089928,18.7958389287814
"63",10045,3002.94711314212,27.3364544371143,-30.6767757749185
"64",3444,1926.4778242793,34.0699415891431,-10.6431696331128
"65",5103,10085.4464773522,11.0624647811055,-32.2124026715755
"66",5928,8628.11171821325,26.4788042723667,46.8343724729493
"67",7556,4975.39210230669,30.0306647217367,31.832451466471
"68",8713,9455.06711567963,9.12589689297602,-1.32578352931887
"69",4234,9540.51029911986,24.740726619726,32.4082701466978
"70",3826,1197.29605612998,33.7281094372738,33.3706580800936
"71",5585,3529.60505423966,14.9602829948999,-37.8206034889445
"72",1276,5408.18694031527,11.1272499796469,45.0063501251861
"73",10888,5246.09464372339,26.6459994339384,-11.7193861398846
"74",5595,9599.87939305218,29.4795789774507,3.06301845703274
"75",4561,10039.5136529671,34.2302284825128,-41.5661511244252
"76",11835,5729.13520489023,20.8232042153832,25.377885857597
"77",8589,2093.9957665903,16.9366137431934,43.440589401871
"78",8802,3027.78550159206,33.1813315679319,6.32492154836655
"79",3601,8223.35879341656,16.4912491552532,13.9293127227575
"80",3200,9244.48247532645,21.6520148790441,-43.3158688014373
"81",5023,2519.37463372828,33.7926225215197,10.2646006038412
"82",7901,4248.27070107191,14.6836487203836,12.5104264821857
"83",7632,10394.9801840317,15.2209126099478,-39.7915196605027
"84",2080,1240.5550256148,31.2533100401051,18.5598244424909
"85",4741,3571.00948372982,31.9744363212958,15.8973267069086
"86",10512,934.638355840152,31.0768576930277,3.27686390373856
"87",7825,4497.94326199601,16.6120458119549,-46.0289882263169
"88",8898,6116.33637570075,22.7491700437386,14.6378062898293
"89",5110,5845.453699178,32.5804783720523,-33.3690908038989
"90",9569,147.388554588889,15.1228188890964,41.0444351378828
"91",3480,10023.896153146,24.0390422970522,-42.6479710498825
"92",1302,9705.56838955054,10.4126498650294,35.0839643971995
"93",543,10069.6249605581,33.4609165280126,1.2067140545696
"94",10645,9272.1193086101,25.8763729506172,-24.9638749053702
"95",9458,9155.9364983328,28.1868021809496,40.7786824274808
"96",9862,1805.2711816717,23.9021544419229,5.00292824581265
"97",897,5231.46346206123,13.8288017867599,-22.2838839748874
"98",8841,6367.74229121554,18.8855147720315,-12.4652642291039
"99",9631,5656.9387493768,31.8677651600447,0.621890602633357
"100",10439,8954.41167240288,8.64281016378663,-15.9487690310925
"101",11279,1596.37588269053,25.189541865373,-45.0722005218267
"102",11298,6249.51469778891,15.5445535948966,-25.7721692323685
"103",5711,6762.2868888243,13.2271445379592,25.7292106980458
"104",5257,8944.47620114862,26.439420534065,45.2449720120057
"105",11281,9236.03636523265,29.8979403234553,-44.8245158651844
"106",1360,4127.23879423315,30.2477403020021,22.6970432559028
"107",493,8124.03728703696,15.8574591975193,-20.0980710331351
"108",222,3789.16564935311,18.9822299485095,37.8271111054346
"109",12167,4396.84940012838,24.6299924273044,45.7547528669238
"110",9165,7216.13694111039,10.504403849598,-27.2360679460689
"111",9394,4297.31776106764,17.1695721959695,45.7297675078735
"112",549,1092.47026743412,32.9672427510377,-28.9191811112687
"113",2189,9572.31954742896,13.1209509188775,-8.09775944799185
"114",4908,6185.64104307266,8.79791670152918,12.9877463681623
"115",2980,10042.4812524924,27.9099347617012,15.2783050201833
"116",4055,6090.30761317583,31.2134041197132,-7.69440922886133
"117",9501,7619.44933143041,23.801188936457,-16.5530609432608
"118",4973,882.919948259265,34.492108537117,-20.6626801751554
"119",5403,8696.80890147264,10.8786385678686,27.9658662620932
"120",350,3675.77408040539,11.0978190703318,-30.8161665452644
"121",2631,8681.34270687465,11.4445794669446,6.79550447966903
"122",213,3875.26987880428,21.642168831313,-43.2613763492554
"123",9662,10040.9159553421,26.6266275250819,33.9530521072447
"124",1879,4461.10810699902,25.4241693017539,48.689158144407
"125",1414,4072.80652468513,27.9256374652032,2.36646619159728
"126",6466,8881.22549553969,12.0965719574597,8.94969184882939
"127",5280,5454.08493158231,32.3418624300975,15.09558504913
"128",3002,1945.99238727232,25.9009228325449,-18.2632456533611
"129",5995,1805.10952036498,10.7422765220981,-0.286957621574402
"130",10908,191.664082058608,18.019870019285,-40.930430800654
"131",3710,7186.82402143334,16.929144310765,-40.7151338877156
"132",347,5057.67599812051,21.1726111224853,-0.254606711678207
"133",6911,3533.54838340567,34.0887975080404,-24.9871556879953
"134",5522,5559.78278495603,24.1600311424118,8.56417452450842
"135",10551,3981.56679054995,13.7232347673271,34.580994816497
"136",3110,5716.31795684326,12.226249770727,-47.7485909126699
"137",332,6427.8370457445,30.841221423354,-3.38142686523497
"138",7202,5780.67757651772,23.2088565465529,47.292968002148
"139",5124,9225.64298511019,27.3815151336603,40.4050146695226
"140",2345,1266.51634514908,26.6922422365751,47.8552578715608
"141",8481,2095.91184035973,16.6888041086495,34.518802142702
"142",11371,7888.31728628949,23.5128615109716,18.9037863397971
"143",4448,7616.64912927382,8.50365298381075,-5.93059742823243
"144",306,1648.58647945235,20.1841575910803,47.4779063370079
"145",11721,7407.41408205749,17.7018792752642,-0.987794948741794
"146",5648,7072.26704340278,10.1800678120926,-6.32440750487149
"147",9620,1952.29792243716,24.8807315244339,23.6557573778555
"148",5875,4533.83074482455,8.45162932085805,-17.4452058970928
"149",2066,10132.0778824753,27.8504321109504,-9.85533145722002
"150",1147,8824.84264559465,15.6139270241838,-22.6283080875874
"151",10632,376.331990452684,9.8199264279101,-13.6205536546186
"152",1389,2238.94169155749,16.946248749271,27.1318131126463
"153",2712,2502.61780597355,13.7062598417979,45.2035118592903
"154",4567,1347.79422152694,32.7868672898039,-46.4585800189525
"155",8590,3026.69176932933,31.9587755922694,29.6796442242339
"156",9532,5135.27992938753,33.7362348521128,8.28951471485198
"157",11771,3882.75519644512,21.3684076678474,19.2770460853353
"158",6475,2460.37847007858,23.3583761979826,37.631977791898
"159",7032,4691.16495118546,32.7480634241365,-16.0600161878392
"160",10952,270.569956555301,21.0456080394797,12.383559322916
"161",10482,8183.66410652785,21.4571670624427,-28.9258372271433
"162",2126,1596.5811953408,33.1380408715922,-21.4216079562902
"163",11571,9775.56897668429,33.2277203665581,-48.0852914508432
"164",3551,10214.8839418633,10.1175801078789,9.16047310456634
"165",9227,8361.10313761586,12.0988589660265,-20.3759266529232
"166",1776,6303.51452140803,31.1548934106249,-43.8783702906221
"167",1510,979.741718995155,14.4409571115393,9.75173267070204
"168",7398,9535.46234971032,13.9831301905215,-47.6048333570361
"169",7332,8298.96240257939,14.9633868555538,-23.8594348542392
"170",7174,6012.14600769552,10.0491685396992,36.5673389751464
"171",7739,9495.84736413181,23.7015175863635,4.90347887389362
"172",1606,3749.719768506,21.1847848645411,22.7656827075407
"173",8965,1177.74949917306,11.5282336098608,-3.732820157893
"174",471,8756.71238838052,14.1853267715778,-18.3463503839448
"175",2832,8929.61646636538,8.59692904446274,33.2182358251885
"176",603,5120.74962390499,13.3913857198786,42.6687385188416
"177",4543,3832.6249514972,22.1184862034861,-39.2770948586985
"178",10127,3451.26711538205,26.0109296790324,-7.87242124788463
"179",6464,1169.48224960481,11.7176091417205,-3.40014325920492
"180",9815,3153.19011435904,17.3074273562524,38.4432449238375
"181",974,3726.9105534448,24.5975962604862,30.0953545607626
"182",10385,10406.3532049338,25.8969145058654,-35.8354284660891
"183",2649,10286.2601929707,24.0244509396143,0.20485685672611
"184",9447,8681.5602680112,33.6849256353453,-43.871905002743
"185",9233,9136.66804411765,31.7293325411156,-28.20481271483
"186",6955,3872.11080960469,29.9412347225007,-1.33935047779232
"187",2447,5714.36227736741,18.296210560482,-19.3679123884067
"188",5623,5295.64113549385,9.04060155246407,-15.8776262309402
"189",446,4480.28595398062,21.9886393796187,-33.0249009653926
"190",8225,960.954686610703,25.8222039060201,-26.6922467853874
"191",977,1704.24975694856,26.1129470923916,-3.30999575089663
"192",1908,8285.1663631702,21.7857534792274,-2.75046206079423
"193",6515,1074.52635027714,24.5029324709903,-35.36118096672
"194",7501,399.615807000631,12.4814274376258,-3.41570232994854
"195",637,1093.78936160353,16.7611948910635,-33.0019733170047
"196",1347,2156.75986810086,21.680480664596,-24.3149800226092
"197",666,7312.11698284165,30.1473349926528,41.0291368374601
"198",1569,4476.18520125832,25.4895997517742,37.6594572793692
"199",9319,8440.28481595932,11.9017229527235,-3.35847053211182
"200",10628,6490.04257483192,13.0905819740146,25.916413590312
"201",1035,4995.12401052494,13.5856971910689,-18.8713916577399
"202",571,6250.00226683569,24.7114053645637,-19.5359018631279
"203",4172,8942.16024388492,30.7625603633933,-21.9798929756507
"204",790,8951.70313950047,10.3244559848681,-17.1684329165146
"205",11907,8695.05529807801,23.9913082846906,23.0479571502656
"206",11822,6638.98461469031,19.7678187899292,46.7111247824505
"207",5432,1561.22121487929,31.0107895855326,-15.0420804740861
"208",9240,1486.56583272961,9.64725778717548,23.3502570074052
"209",323,6960.9703447593,25.2338370950893,8.08967191260308
"210",1525,2002.65047017549,22.4991525153164,-40.7237835694104
"211",5728,10082.2965862015,20.2749608100858,-14.061842719093
"212",8498,2923.50331797991,27.6971899704076,0.14182033482939
"213",2731,530.562148122161,24.4708845596761,-35.8877375721931
"214",9612,4629.50614875587,11.1362256086431,11.9524519424886
"215",11473,7292.00303604626,29.2416385749821,1.93772725760937
"216",2655,7243.54217565089,25.7640419176314,10.1767066633329
"217",11113,2499.97647365578,22.8089954585303,19.9982586316764
"218",7225,9430.33871333203,17.9988297366071,-0.945582333952188
"219",4952,3142.788938096,34.728062428534,-4.66237748041749
"220",7923,6202.64463189234,18.2766893238295,46.8983563827351
"221",11374,7055.7668693572,27.7694404774811,28.6310339812189
"222",696,325.185028530985,25.6584416178521,47.1450939308852
"223",10933,6704.33195342932,18.3490411555395,27.7334978338331
"224",1295,2989.61268971316,28.6638912623748,6.51151568163186
"225",1254,3303.80228998169,31.6087378484663,43.7665372854099
"226",281,2080.03645883529,26.4321092618629,-4.47559733875096
"227",654,596.146090532434,11.7810407718644,-16.5727511746809
"228",11344,8743.88136432709,13.3933262771461,-34.0845799073577
"229",6868,9290.49949721013,32.7723655893933,-12.5386825297028
